"YearStart","LocationAbbr","LocationDesc","Topic","Question","Stratification1","Lon","Lat"
2015,"NH","New Hampshire","Cancer","Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years","Other, non-Hispanic",-71.5003609199997,43.6559501130005
2019,"OK","Oklahoma","Overarching Conditions","Recent physically unhealthy days among adults aged >= 18 years","Black, non-Hispanic",-97.5210702139997,35.4720313560005
2018,"NE","Nebraska","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease","Multiracial, non-Hispanic",-99.3657206229997,41.6410409880005
2010,"WV","West Virginia","Cardiovascular Disease","Mortality from diseases of the heart","Male",-80.7126401349997,38.6655102020005
2015,"CA","California","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Female",-120.999999538,37.6386401230005
2012,"MN","Minnesota","Chronic Obstructive Pulmonary Disease","Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease","Male",-94.7942005029997,46.3556487360005
2019,"MN","Minnesota","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Black, non-Hispanic",-94.7942005029997,46.3556487360005
2011,"MT","Montana","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Overall",-109.424420645,47.0665289720005
2013,"MO","Missouri","Cardiovascular Disease","Mortality from total cardiovascular diseases","Black, non-Hispanic",-92.5663000529997,38.6357907760005
2013,"MI","Michigan","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years","Hispanic",-84.7143902699997,44.6613195430005
2012,"MN","Minnesota","Asthma","Asthma mortality rate","Female",-94.7942005029997,46.3556487360005
2014,"MD","Maryland","Asthma","Asthma mortality rate","Asian or Pacific Islander",-76.6092601109996,39.2905809640005
2019,"NC","North Carolina","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Hispanic",-79.1592504629996,35.4662209750005
2019,"VI","Virgin Islands","Nutrition, Physical Activity, and Weight Status","Number of farmers markets per 100,000 residents","Overall",-64.896335,18.335765
2015,"DC","District of Columbia","Nutrition, Physical Activity, and Weight Status","Participation in daily school physical education classes among high school students","Black, non-Hispanic",-77.036871,38.907192
2015,"NM","New Mexico","Asthma","Emergency department visit rate for asthma","White, non-Hispanic",-106.240580985,34.5208809520005
2015,"NC","North Carolina","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis","White, non-Hispanic",-79.1592504629996,35.4662209750005
2013,"GA","Georgia","Nutrition, Physical Activity, and Weight Status","Overweight or obesity among women aged 18-44 years","Black, non-Hispanic",-83.6275803459997,32.8396810930005
2013,"AK","Alaska","Alcohol","Heavy drinking among women aged 18-44 years","Other, non-Hispanic",-147.722059036,64.8450799570005
2011,"SC","South Carolina","Cancer","Cancer of the female cervix, mortality","Hispanic",-81.0453712069997,33.9988213030005
2020,"NJ","New Jersey","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Female",-74.2736912879997,40.1305700480005
2013,"MD","Maryland","Asthma","Asthma mortality rate","Hispanic",-76.6092601109996,39.2905809640005
2011,"MD","Maryland","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","Multiracial, non-Hispanic",-76.6092601109996,39.2905809640005
2016,"AK","Alaska","Asthma","Current asthma prevalence among adults aged >= 18 years","Other, non-Hispanic",-147.722059036,64.8450799570005
2011,"WY","Wyoming","Cancer","Invasive cancer of the oral cavity or pharynx, incidence","White, non-Hispanic",-108.109830353,43.2355413430005
2018,"VT","Vermont","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis","Overall",-72.5176407909996,43.6253812390005
2011,"CO","Colorado","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","Other, non-Hispanic",-106.133610921,38.8438407570005
2011,"ND","North Dakota","Diabetes","Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes","Black, non-Hispanic",-100.118421049,47.4753197790005
2011,"ME","Maine","Arthritis","Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis","Overall",-68.9850313359996,45.2542288940005
2016,"SC","South Carolina","Oral Health","All teeth lost among adults aged >= 65 years","Other, non-Hispanic",-81.0453712069997,33.9988213030005
2016,"VA","Virginia","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Asian or Pacific Islander",-78.4578904629997,37.5426806740005
2012,"MI","Michigan","Tobacco","Current cigarette smoking among women aged 18-44 years","Hispanic",-84.7143902699997,44.6613195430005
2018,"OR","Oregon","Tobacco","Cigarette smoking before pregnancy","Overall",-120.155031326,44.5674494240005
2012,"DC","District of Columbia","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 18","Hispanic",-77.036871,38.907192
2015,"IL","Illinois","Cancer","Cancer of the colon and rectum (colorectal), incidence","Female",-88.9977101779997,40.4850102830005
2013,"KS","Kansas","Overarching Conditions","Fair or poor self-rated health status among adults aged >= 18 years","Female",-98.2007812269997,38.3477403000005
2010,"WI","Wisconsin","Cardiovascular Disease","Hospitalization for acute myocardial infarction","Asian or Pacific Islander",-89.8163707419997,44.3931911740005
2011,"GA","Georgia","Overarching Conditions","Premature mortality among adults aged 45-64 years","Male",-83.6275803459997,32.8396810930005
2017,"PA","Pennsylvania","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","White, non-Hispanic",-77.8607002939996,40.7937301520005
2014,"MI","Michigan","Arthritis","Fair or poor health among adults aged >= 18 years with arthritis","Overall",-84.7143902699997,44.6613195430005
2015,"AK","Alaska","Cancer","Invasive cancer of the oral cavity or pharynx, incidence","Asian or Pacific Islander",-147.722059036,64.8450799570005
2019,"SC","South Carolina","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","Hispanic",-81.0453712069997,33.9988213030005
2017,"CA","California","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Asian or Pacific Islander",-120.999999538,37.6386401230005
2016,"CT","Connecticut","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as first-listed diagnosis","Overall",-72.6498409519996,41.5626610200005
2020,"MI","Michigan","Older Adults","Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years","White, non-Hispanic",-84.7143902699997,44.6613195430005
2018,"UT","Utah","Cardiovascular Disease","Mortality from coronary heart disease","Male",-111.587130635,39.3607001710005
2014,"SD","South Dakota","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis","Male",-100.373530637,44.3531300530005
2018,"DC","District of Columbia","Asthma","Asthma mortality rate","Black, non-Hispanic",-77.036871,38.907192
2017,"PR","Puerto Rico","Nutrition, Physical Activity, and Weight Status","Computer use among high school students","Overall",-66.590149,18.220833
2016,"RI","Rhode Island","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","Hispanic",-71.5224703139996,41.7082801930005
2017,"OK","Oklahoma","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","White, non-Hispanic",-97.5210702139997,35.4720313560005
2012,"CO","Colorado","Cancer","Cancer of the lung and bronchus, mortality","White, non-Hispanic",-106.133610921,38.8438407570005
2021,"MT","Montana","Arthritis","Physical inactivity among adults aged >= 18 years with arthritis","Multiracial, non-Hispanic",-109.424420645,47.0665289720005
2015,"NY","New York","Reproductive Health","Postpartum checkup","Other, non-Hispanic",-75.5439704269996,42.8270010320005
2011,"MN","Minnesota","Cancer","Cancer of the female cervix, mortality","American Indian or Alaska Native",-94.7942005029997,46.3556487360005
2015,"MS","Mississippi","Tobacco","Current cigarette smoking among women aged 18-44 years","Other, non-Hispanic",-89.5380308249997,32.7455100990005
2020,"GA","Georgia","Arthritis","Arthritis among adults aged >= 18 years who are obese","White, non-Hispanic",-83.6275803459997,32.8396810930005
2017,"WA","Washington","Asthma","Emergency department visit rate for asthma","Overall",-120.47001079,47.5222786290005
2017,"PA","Pennsylvania","Arthritis","Arthritis among adults aged >= 18 years","Other, non-Hispanic",-77.8607002939996,40.7937301520005
2009,"KY","Kentucky","Cancer","Invasive cancer of the oral cavity or pharynx, incidence","Hispanic",-84.7749710479997,37.6459702710005
2014,"MI","Michigan","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","Hispanic",-84.7143902699997,44.6613195430005
2017,"AL","Alabama","Cardiovascular Disease","Hospitalization for acute myocardial infarction","White, non-Hispanic",-86.6318607619997,32.8405711220005
2009,"UT","Utah","Cancer","Invasive cancer of the female breast, incidence","Male",-111.587130635,39.3607001710005
2018,"MO","Missouri","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","White, non-Hispanic",-92.5663000529997,38.6357907760005
2015,"GA","Georgia","Cancer","Cancer of the lung and bronchus, mortality","Hispanic",-83.6275803459997,32.8396810930005
2011,"IN","Indiana","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease","Hispanic",-86.1499601939997,39.7669104520004
2014,"ID","Idaho","Chronic Obstructive Pulmonary Disease","Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Other, non-Hispanic",-114.363730042,43.6826300050005
2012,"OH","Ohio","Overarching Conditions","Current lack of health insurance among adults aged 18-64 years","Hispanic",-82.4042600559997,40.0602101410005
2018,"WI","Wisconsin","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis","Hispanic",-89.8163707419997,44.3931911740005
2012,"GA","Georgia","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years","Hispanic",-83.6275803459997,32.8396810930005
2010,"TX","Texas","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years","Overall",-99.4267702059997,31.8272404070005
2018,"IL","Illinois","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 45 years","Hispanic",-88.9977101779997,40.4850102830005
2013,"LA","Louisiana","Overarching Conditions","Self-rated health status among women aged 18-44 years","Hispanic",-92.4456800709997,31.3126606440005
2012,"MN","Minnesota","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease","Multiracial, non-Hispanic",-94.7942005029997,46.3556487360005
2014,"ID","Idaho","Oral Health","Six or more teeth lost among adults aged >= 65 years","Overall",-114.363730042,43.6826300050005
2017,"VA","Virginia","Cardiovascular Disease","Mortality from coronary heart disease","American Indian or Alaska Native",-78.4578904629997,37.5426806740005
2016,"WV","West Virginia","Overarching Conditions","Premature mortality among adults aged 45-64 years","Female",-80.7126401349997,38.6655102020005
2015,"SC","South Carolina","Cancer","Melanoma, mortality","White, non-Hispanic",-81.0453712069997,33.9988213030005
2017,"NH","New Hampshire","Cardiovascular Disease","Hospitalization for stroke","Black, non-Hispanic",-71.5003609199997,43.6559501130005
2012,"FL","Florida","Oral Health","Six or more teeth lost among adults aged >= 65 years","Overall",-81.9289605389997,28.9320403770005
2010,"OH","Ohio","Cancer","Invasive cancer (all sites combined), incidence","American Indian or Alaska Native",-82.4042600559997,40.0602101410005
2019,"PR","Puerto Rico","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Black, non-Hispanic",-66.590149,18.220833
2008,"UT","Utah","Cancer","Invasive cancer of the prostate, incidence","White, non-Hispanic",-111.587130635,39.3607001710005
2016,"NJ","New Jersey","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke","Multiracial, non-Hispanic",-74.2736912879997,40.1305700480005
2014,"NM","New Mexico","Asthma","Hospitalizations for asthma","Male",-106.240580985,34.5208809520005
2020,"LA","Louisiana","Oral Health","No tooth loss among adults aged 18-64 years","Male",-92.4456800709997,31.3126606440005
2011,"AL","Alabama","Cancer","Invasive cancer (all sites combined), mortality","American Indian or Alaska Native",-86.6318607619997,32.8405711220005
2008,"GA","Georgia","Cancer","Cancer of the prostate, mortality","American Indian or Alaska Native",-83.6275803459997,32.8396810930005
2018,"NV","Nevada","Asthma","Hospitalizations for asthma","Male",-117.071840564,39.4932403900005
2016,"OH","Ohio","Overarching Conditions","Recent physically unhealthy days among adults aged >= 18 years","Hispanic",-82.4042600559997,40.0602101410005
2009,"WI","Wisconsin","Cancer","Cancer of the lung and bronchus, mortality","Asian or Pacific Islander",-89.8163707419997,44.3931911740005
2020,"CO","Colorado","Diabetes","Mortality due to diabetes reported as any listed cause of death","Male",-106.133610921,38.8438407570005
2021,"DC","District of Columbia","Nutrition, Physical Activity, and Weight Status","Healthy weight among adults aged >= 18 years","Male",-77.036871,38.907192
2018,"AR","Arkansas","Nutrition, Physical Activity, and Weight Status","Healthy weight among adults aged >= 18 years","White, non-Hispanic",-92.2744907429997,34.7486501240004
2018,"CO","Colorado","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 18","White, non-Hispanic",-106.133610921,38.8438407570005
2013,"KY","Kentucky","Asthma","Asthma mortality rate","Black, non-Hispanic",-84.7749710479997,37.6459702710005
2011,"HI","Hawaii","Arthritis","Arthritis among adults aged >= 18 years","Hispanic",-157.857749403,21.3048504350004
2020,"MT","Montana","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Other, non-Hispanic",-109.424420645,47.0665289720005
2020,"KS","Kansas","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma","Overall",-98.2007812269997,38.3477403000005
2018,"RI","Rhode Island","Asthma","Current asthma prevalence among adults aged >= 18 years","Hispanic",-71.5224703139996,41.7082801930005
2018,"IA","Iowa","Reproductive Health","Folic acid supplementation","Overall",-93.8164905559997,42.4694009130005
2010,"OR","Oregon","Asthma","Hospitalizations for asthma","American Indian or Alaska Native",-120.155031326,44.5674494240005
2013,"GA","Georgia","Overarching Conditions","High school completion among adults aged 18-24 years","Overall",-83.6275803459997,32.8396810930005
2011,"AR","Arkansas","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","American Indian or Alaska Native",-92.2744907429997,34.7486501240004
2014,"IN","Indiana","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease","Overall",-86.1499601939997,39.7669104520004
2021,"ND","North Dakota","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 45 years","Other, non-Hispanic",-100.118421049,47.4753197790005
2012,"FL","Florida","Cancer","Cancer of the lung and bronchus, mortality","Male",-81.9289605389997,28.9320403770005
2013,"WV","West Virginia","Cancer","Cancer of the female cervix, mortality","Hispanic",-80.7126401349997,38.6655102020005
2011,"OR","Oregon","Overarching Conditions","Fair or poor self-rated health status among adults aged >= 18 years","White, non-Hispanic",-120.155031326,44.5674494240005
2012,"TX","Texas","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Black, non-Hispanic",-99.4267702059997,31.8272404070005
2012,"AZ","Arizona","Cancer","Cancer of the oral cavity and pharynx, mortality","Hispanic",-111.763811277,34.8659702800005
2013,"NJ","New Jersey","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis","Male",-74.2736912879997,40.1305700480005
2017,"KS","Kansas","Chronic Kidney Disease","Mortality with end-stage renal disease","American Indian or Alaska Native",-98.2007812269997,38.3477403000005
2014,"DE","Delaware","Cancer","Invasive cancer (all sites combined), incidence","Black, non-Hispanic",-75.5777411679996,39.0088306670005
2018,"LA","Louisiana","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Multiracial, non-Hispanic",-92.4456800709997,31.3126606440005
2018,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","White, non-Hispanic",-88.9977101779997,40.4850102830005
2014,"VA","Virginia","Cancer","Cancer of the oral cavity and pharynx, mortality","Female",-78.4578904629997,37.5426806740005
2011,"CT","Connecticut","Chronic Kidney Disease","Mortality with end-stage renal disease","Overall",-72.6498409519996,41.5626610200005
2018,"DC","District of Columbia","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma","Female",-77.036871,38.907192
2015,"AZ","Arizona","Nutrition, Physical Activity, and Weight Status","Television viewing among high school students","American Indian or Alaska Native",-111.763811277,34.8659702800005
2018,"IA","Iowa","Cardiovascular Disease","Hospitalization for acute myocardial infarction","American Indian or Alaska Native",-93.8164905559997,42.4694009130005
2019,"MT","Montana","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years","Male",-109.424420645,47.0665289720005
2017,"RI","Rhode Island","Arthritis","Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis","White, non-Hispanic",-71.5224703139996,41.7082801930005
2021,"ND","North Dakota","Tobacco","Quit attempts in the past year among current smokers","Other, non-Hispanic",-100.118421049,47.4753197790005
2008,"CA","California","Cancer","Cancer of the female cervix, mortality","White, non-Hispanic",-120.999999538,37.6386401230005
2011,"GA","Georgia","Chronic Obstructive Pulmonary Disease","Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease","Female",-83.6275803459997,32.8396810930005
2018,"MO","Missouri","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke","White, non-Hispanic",-92.5663000529997,38.6357907760005
2011,"MD","Maryland","Cardiovascular Disease","Mortality from diseases of the heart","White, non-Hispanic",-76.6092601109996,39.2905809640005
2014,"NV","Nevada","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years","Male",-117.071840564,39.4932403900005
2008,"SD","South Dakota","Cancer","Cancer of the female cervix, mortality","American Indian or Alaska Native",-100.373530637,44.3531300530005
2016,"DE","Delaware","Chronic Kidney Disease","Mortality with end-stage renal disease","Hispanic",-75.5777411679996,39.0088306670005
2015,"NJ","New Jersey","Cardiovascular Disease","Mortality from total cardiovascular diseases","American Indian or Alaska Native",-74.2736912879997,40.1305700480005
2014,"NH","New Hampshire","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Hispanic",-71.5003609199997,43.6559501130005
2010,"AR","Arkansas","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Female",-92.2744907429997,34.7486501240004
2013,"UT","Utah","Overarching Conditions","Poverty","Asian, non-Hispanic",-111.587130635,39.3607001710005
2013,"NH","New Hampshire","Tobacco","Cigarette smoking before pregnancy","American Indian or Alaska Native",-71.5003609199997,43.6559501130005
2014,"VT","Vermont","Asthma","Emergency department visit rate for asthma","White, non-Hispanic",-72.5176407909996,43.6253812390005
2018,"MO","Missouri","Cardiovascular Disease","Mortality from total cardiovascular diseases","Overall",-92.5663000529997,38.6357907760005
2010,"ID","Idaho","Chronic Kidney Disease","Mortality with end-stage renal disease","Hispanic",-114.363730042,43.6826300050005
2008,"VA","Virginia","Cancer","Invasive cancer (all sites combined), incidence","Male",-78.4578904629997,37.5426806740005
2016,"IN","Indiana","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis","Male",-86.1499601939997,39.7669104520004
2013,"MA","Massachusetts","Cancer","Invasive melanoma, incidence","Overall",-72.0826906749996,42.2768704700005
2014,"GU","Guam","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","Black, non-Hispanic",144.793731,13.444304
2017,"AZ","Arizona","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","White, non-Hispanic",-111.763811277,34.8659702800005
2010,"OR","Oregon","Older Adults","Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years","American Indian or Alaska Native",-120.155031326,44.5674494240005
2011,"MT","Montana","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Female",-109.424420645,47.0665289720005
2018,"MA","Massachusetts","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years","Asian or Pacific Islander",-72.0826906749996,42.2768704700005
2020,"IA","Iowa","Older Adults","Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services","Multiracial, non-Hispanic",-93.8164905559997,42.4694009130005
2020,"OH","Ohio","Oral Health","No tooth loss among adults aged 18-64 years","White, non-Hispanic",-82.4042600559997,40.0602101410005
2020,"MI","Michigan","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","Male",-84.7143902699997,44.6613195430005
2018,"MI","Michigan","Arthritis","Arthritis among adults aged >= 18 years","Black, non-Hispanic",-84.7143902699997,44.6613195430005
2014,"ME","Maine","Overarching Conditions","Poverty among women aged 18-44 years","Overall",-68.9850313359996,45.2542288940005
2020,"MD","Maryland","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Multiracial, non-Hispanic",-76.6092601109996,39.2905809640005
2021,"LA","Louisiana","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma","White, non-Hispanic",-92.4456800709997,31.3126606440005
2011,"MD","Maryland","Cardiovascular Disease","Awareness of high blood pressure among adults aged >= 18 years","White, non-Hispanic",-76.6092601109996,39.2905809640005
2013,"SC","South Carolina","Cardiovascular Disease","Hospitalization for acute myocardial infarction","Hispanic",-81.0453712069997,33.9988213030005
2019,"NE","Nebraska","Nutrition, Physical Activity, and Weight Status","Meeting aerobic physical activity guidelines among high school students","Asian, non-Hispanic",-99.3657206229997,41.6410409880005
2020,"MI","Michigan","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Hispanic",-84.7143902699997,44.6613195430005
2020,"PA","Pennsylvania","Asthma","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma","Black, non-Hispanic",-77.8607002939996,40.7937301520005
2012,"GA","Georgia","Cancer","Melanoma, mortality","Overall",-83.6275803459997,32.8396810930005
2016,"NE","Nebraska","Alcohol","Per capita alcohol consumption among persons aged >= 14 years","Overall",-99.3657206229997,41.6410409880005
2019,"GA","Georgia","Nutrition, Physical Activity, and Weight Status","Median daily frequency of fruit consumption among high school students","American Indian or Alaska Native",-83.6275803459997,32.8396810930005
2016,"AR","Arkansas","Alcohol","Binge drinking prevalence among women aged 18-44 years","Black, non-Hispanic",-92.2744907429997,34.7486501240004
2015,"AK","Alaska","Cancer","Cancer of the prostate, mortality","Overall",-147.722059036,64.8450799570005
2020,"KY","Kentucky","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 45 years","Multiracial, non-Hispanic",-84.7749710479997,37.6459702710005
2019,"SC","South Carolina","Alcohol","Per capita alcohol consumption among persons aged >= 14 years","Overall",-81.0453712069997,33.9988213030005
2018,"MA","Massachusetts","Cardiovascular Disease","Mortality from diseases of the heart","Hispanic",-72.0826906749996,42.2768704700005
2011,"ID","Idaho","Alcohol","Heavy drinking among adults aged >= 18 years","White, non-Hispanic",-114.363730042,43.6826300050005
2016,"OH","Ohio","Cardiovascular Disease","Mortality from coronary heart disease","Asian or Pacific Islander",-82.4042600559997,40.0602101410005
2009,"TN","Tennessee","Cancer","Invasive melanoma, incidence","Black, non-Hispanic",-85.7744909139997,35.6809405800005
2015,"NM","New Mexico","Nutrition, Physical Activity, and Weight Status","Computer use among high school students","Asian, non-Hispanic",-106.240580985,34.5208809520005
2016,"IA","Iowa","Older Adults","Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services","Multiracial, non-Hispanic",-93.8164905559997,42.4694009130005
2012,"ID","Idaho","Cancer","Invasive cancer of the prostate, incidence","Hispanic",-114.363730042,43.6826300050005
2012,"ME","Maine","Oral Health","Six or more teeth lost among adults aged >= 65 years","Multiracial, non-Hispanic",-68.9850313359996,45.2542288940005
2020,"DE","Delaware","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Black, non-Hispanic",-75.5777411679996,39.0088306670005
2020,"NH","New Hampshire","Older Adults","Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years","Asian or Pacific Islander",-71.5003609199997,43.6559501130005
2017,"NH","New Hampshire","Cardiovascular Disease","Mortality from diseases of the heart","Hispanic",-71.5003609199997,43.6559501130005
2012,"MS","Mississippi","Cancer","Melanoma, mortality","Hispanic",-89.5380308249997,32.7455100990005
2017,"TN","Tennessee","Overarching Conditions","Poverty","White, non-Hispanic",-85.7744909139997,35.6809405800005
2010,"RI","Rhode Island","Chronic Kidney Disease","Mortality with end-stage renal disease","Male",-71.5224703139996,41.7082801930005
2013,"MO","Missouri","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years","White, non-Hispanic",-92.5663000529997,38.6357907760005
2019,"MS","Mississippi","Tobacco","Quit attempts in the past year among current smokers","Hispanic",-89.5380308249997,32.7455100990005
2011,"IA","Iowa","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years","Overall",-93.8164905559997,42.4694009130005
2011,"MI","Michigan","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 45 years","White, non-Hispanic",-84.7143902699997,44.6613195430005
2016,"IA","Iowa","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke","Hispanic",-93.8164905559997,42.4694009130005
2015,"MD","Maryland","Cancer","Invasive cancer of the prostate, incidence","Overall",-76.6092601109996,39.2905809640005
2019,"VA","Virginia","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years","Male",-78.4578904629997,37.5426806740005
2019,"ND","North Dakota","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke","Black, non-Hispanic",-100.118421049,47.4753197790005
2011,"FL","Florida","Cancer","Cancer of the colon and rectum (colorectal), incidence","Hispanic",-81.9289605389997,28.9320403770005
2020,"NE","Nebraska","Tobacco","Current smoking among adults aged >= 18 years","Overall",-99.3657206229997,41.6410409880005
2015,"SC","South Carolina","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as first-listed diagnosis","Hispanic",-81.0453712069997,33.9988213030005
2014,"NJ","New Jersey","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","Male",-74.2736912879997,40.1305700480005
2021,"ID","Idaho","Tobacco","Quit attempts in the past year among current smokers","Male",-114.363730042,43.6826300050005
2014,"AK","Alaska","Overarching Conditions","High school completion among adults aged 18-24 years","Female",-147.722059036,64.8450799570005
2019,"PR","Puerto Rico","Arthritis","Arthritis among adults aged >= 18 years","Black, non-Hispanic",-66.590149,18.220833
2017,"UT","Utah","Cardiovascular Disease","Mortality from coronary heart disease","American Indian or Alaska Native",-111.587130635,39.3607001710005
2015,"UT","Utah","Nutrition, Physical Activity, and Weight Status","Television viewing among high school students","Male",-111.587130635,39.3607001710005
2013,"MN","Minnesota","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years","Multiracial, non-Hispanic",-94.7942005029997,46.3556487360005
2015,"ID","Idaho","Cardiovascular Disease","Mortality from total cardiovascular diseases","Male",-114.363730042,43.6826300050005
2020,"AL","Alabama","Oral Health","Six or more teeth lost among adults aged >= 65 years","Hispanic",-86.6318607619997,32.8405711220005
